"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Body Item Label","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","Cluster Scheduling Policy","","PolicySpread",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","Cluster Size","","0",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","Function Cache Configuration","","CachePreferNone",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","Grid Size","","880",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","Preferred Cluster Size","","0",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","Registers Per Thread","register/thread","212",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","Shared Memory Configuration Size","Kbyte","65.54",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","Driver Shared Memory Per Block","Kbyte/block","1.02",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","Dynamic Shared Memory Per Block","Kbyte/block","49.15",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","Static Shared Memory Per Block","byte/block","0",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","# SMs","SM","188",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","Stack Size","","1024",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","Threads","thread","225280",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","# TPCs","","94",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","Enabled TPC IDs","","all",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","Uses Green Context","","0",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","Waves Per SM","","4.68",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","Theoretical Occupancy","%","16.67",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","","Achieved Occupancy","%","16.56",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests Granted","","0",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests Granted","","0",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests Granted","","0",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests Granted","","0",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests Granted as CTAs","block","0",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests Granted as CTAs","block","0",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests Granted as CTAs","block","0",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests Granted as CTAs","block","0",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests","","0",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests","","0",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests","","0",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests","","0",
"0","4180034","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_256x128_8x4_tn_align1>(Params)","1","7","(256, 1, 1)","(40, 2, 11)","0","12.0","LaunchStats","","","","","LaunchConfiguration","OPT","A wave of thread blocks is defined as the maximum number of blocks that can be executed in parallel on the target GPU. The number of blocks in a wave depends on the number of multiprocessors and the theoretical occupancy of the kernel. This kernel launch results in 4 full waves and a partial wave of 129 thread blocks. Under the assumption of a uniform execution duration of all thread blocks, this partial wave may account for up to 20.0% of the total runtime of this kernel. Try launching a grid with no partial wave. The overall impact of this tail effect also lessens with the number of full waves executed for a grid. See the Hardware Model (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#metrics-hw-model) description for more details on launch configurations.","global","20"
