Generating SQLite file artifacts/h2b_p2/nsys_ucf101_r3d18.sqlite from artifacts/h2b_p2/nsys_ucf101_r3d18.nsys-rep
Processing [artifacts/h2b_p2/nsys_ucf101_r3d18.sqlite] with [/opt/nvidia/nsight-systems/2025.5.2/host-linux-x64/reports/cuda_gpu_trace.py](nvtx-name)... 
Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
2768249872,65246,1330,,,,,,,,,,1.356,20778.623,Pageable,Device,NVIDIA RTX PRO 6000 Blackwell Server Edition (0),1,,7,[CUDA memcpy Host-to-Device]
2768498795,499414,1348,,,,,,,,,,5.497,11004.658,Pageable,Device,NVIDIA RTX PRO 6000 Blackwell Server Edition (0),1,,7,[CUDA memcpy Host-to-Device]
2860695541,416,1461,,,,,,,,,,0.001,2221.154,Device,,NVIDIA RTX PRO 6000 Blackwell Server Edition (0),1,,7,[CUDA memset]
2860725044,53695,1462,88,3,3,128,1,1,130,0.000,0.031,,,,,NVIDIA RTX PRO 6000 Blackwell Server Edition (0),1,,7,H2B_P2_PEDANTIC_SGEMM_ucf101_r3d18/void cutlass::Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(T1::Params)
2860982991,3652694,1473,,,,,,,,,,7.107,1940.274,Device,Pageable,NVIDIA RTX PRO 6000 Blackwell Server Edition (0),1,,7,[CUDA memcpy Device-to-Host]

Processing [artifacts/h2b_p2/nsys_ucf101_r3d18.sqlite] with [/opt/nvidia/nsight-systems/2025.5.2/host-linux-x64/reports/cuda_api_trace.py]... 
Start (ns),Duration (ns),Name,Result,CorrID,Pid,Tid,T-Pri,Thread Name
2566545955,320,cuGetProcAddress_v2,0,259,4178729,4178729,20,python
2566546477,157,cuGetProcAddress_v2,0,260,4178729,4178729,20,python
2566546773,194,cuGetProcAddress_v2,0,261,4178729,4178729,20,python
2566547266,176,cuGetProcAddress_v2,0,262,4178729,4178729,20,python
2566547617,354,cuGetProcAddress_v2,0,263,4178729,4178729,20,python
2566548223,183,cuGetProcAddress_v2,0,264,4178729,4178729,20,python
2566548565,155,cuGetProcAddress_v2,0,265,4178729,4178729,20,python
2566550064,276,cuGetProcAddress_v2,0,266,4178729,4178729,20,python
2566550608,167,cuGetProcAddress_v2,0,267,4178729,4178729,20,python
2566550943,153,cuGetProcAddress_v2,0,268,4178729,4178729,20,python
2566551276,172,cuGetProcAddress_v2,0,269,4178729,4178729,20,python
2566551782,172,cuGetProcAddress_v2,0,270,4178729,4178729,20,python
2566552126,178,cuGetProcAddress_v2,0,271,4178729,4178729,20,python
2566552579,164,cuGetProcAddress_v2,0,272,4178729,4178729,20,python
2566552939,525,cuGetProcAddress_v2,0,273,4178729,4178729,20,python
2566553691,425,cuGetProcAddress_v2,0,274,4178729,4178729,20,python
2566554385,270,cuGetProcAddress_v2,0,275,4178729,4178729,20,python
2566554815,137,cuGetProcAddress_v2,0,276,4178729,4178729,20,python
2566555108,500,cuGetProcAddress_v2,0,277,4178729,4178729,20,python
2566556011,189,cuGetProcAddress_v2,0,278,4178729,4178729,20,python
2566556362,169,cuGetProcAddress_v2,0,279,4178729,4178729,20,python
2566556809,139,cuGetProcAddress_v2,0,280,4178729,4178729,20,python
2566557093,227,cuGetProcAddress_v2,0,281,4178729,4178729,20,python
2566557562,193,cuGetProcAddress_v2,0,282,4178729,4178729,20,python
2566558045,178,cuGetProcAddress_v2,0,283,4178729,4178729,20,python
2566558367,152,cuGetProcAddress_v2,0,284,4178729,4178729,20,python
2566558661,224,cuGetProcAddress_v2,0,285,4178729,4178729,20,python
2566559152,214,cuGetProcAddress_v2,0,286,4178729,4178729,20,python
2566559512,135,cuGetProcAddress_v2,0,287,4178729,4178729,20,python
2566559924,130,cuGetProcAddress_v2,0,288,4178729,4178729,20,python
2566560209,188,cuGetProcAddress_v2,0,289,4178729,4178729,20,python
2566560611,178,cuGetProcAddress_v2,0,290,4178729,4178729,20,python
2566561056,217,cuGetProcAddress_v2,0,291,4178729,4178729,20,python
2566561430,334,cuGetProcAddress_v2,0,292,4178729,4178729,20,python
2566561910,202,cuGetProcAddress_v2,0,293,4178729,4178729,20,python
2566562362,449,cuGetProcAddress_v2,0,294,4178729,4178729,20,python
2566562971,165,cuGetProcAddress_v2,0,295,4178729,4178729,20,python
2566563406,209,cuGetProcAddress_v2,0,296,4178729,4178729,20,python
2566563762,306,cuGetProcAddress_v2,0,297,4178729,4178729,20,python
2566564293,369,cuGetProcAddress_v2,0,298,4178729,4178729,20,python
2566564928,207,cuGetProcAddress_v2,0,299,4178729,4178729,20,python
2566565290,490,cuGetProcAddress_v2,0,300,4178729,4178729,20,python
2566565923,174,cuGetProcAddress_v2,0,301,4178729,4178729,20,python
2566566346,300,cuGetProcAddress_v2,0,302,4178729,4178729,20,python
2566566826,157,cuGetProcAddress_v2,0,303,4178729,4178729,20,python
2566567251,213,cuGetProcAddress_v2,0,304,4178729,4178729,20,python
2566567605,420,cuGetProcAddress_v2,0,305,4178729,4178729,20,python
2566568252,311,cuGetProcAddress_v2,0,306,4178729,4178729,20,python
2566568827,377,cuGetProcAddress_v2,0,307,4178729,4178729,20,python
2566569382,244,cuGetProcAddress_v2,0,308,4178729,4178729,20,python
2566569801,473,cuGetProcAddress_v2,0,309,4178729,4178729,20,python
2566570526,175,cuGetProcAddress_v2,0,310,4178729,4178729,20,python
2566570863,180,cuGetProcAddress_v2,0,311,4178729,4178729,20,python
2566571356,192,cuGetProcAddress_v2,0,312,4178729,4178729,20,python
2566571704,258,cuGetProcAddress_v2,0,313,4178729,4178729,20,python
2566572183,439,cuGetProcAddress_v2,0,314,4178729,4178729,20,python
2566572900,203,cuGetProcAddress_v2,0,315,4178729,4178729,20,python
2566573262,203,cuGetProcAddress_v2,0,316,4178729,4178729,20,python
2566573611,236,cuGetProcAddress_v2,0,317,4178729,4178729,20,python
2566574215,214,cuGetProcAddress_v2,0,318,4178729,4178729,20,python
2566574593,361,cuGetProcAddress_v2,0,319,4178729,4178729,20,python
2566575239,229,cuGetProcAddress_v2,0,320,4178729,4178729,20,python
2566575607,167,cuGetProcAddress_v2,0,321,4178729,4178729,20,python
2566576001,228,cuGetProcAddress_v2,0,322,4178729,4178729,20,python
2566576525,225,cuGetProcAddress_v2,0,323,4178729,4178729,20,python
2566576907,161,cuGetProcAddress_v2,0,324,4178729,4178729,20,python
2566577211,436,cuGetProcAddress_v2,0,325,4178729,4178729,20,python
2566577928,226,cuGetProcAddress_v2,0,326,4178729,4178729,20,python
2566578312,260,cuGetProcAddress_v2,0,327,4178729,4178729,20,python
2566578829,250,cuGetProcAddress_v2,0,328,4178729,4178729,20,python
2566579252,138,cuGetProcAddress_v2,0,329,4178729,4178729,20,python
2566579631,155,cuGetProcAddress_v2,0,330,4178729,4178729,20,python
2566580171,305,cuGetProcAddress_v2,0,331,4178729,4178729,20,python
2566580644,158,cuGetProcAddress_v2,0,332,4178729,4178729,20,python
2566580965,198,cuGetProcAddress_v2,0,333,4178729,4178729,20,python
2566581415,143,cuGetProcAddress_v2,0,334,4178729,4178729,20,python
2566581699,318,cuGetProcAddress_v2,0,335,4178729,4178729,20,python
2566582356,179,cuGetProcAddress_v2,0,336,4178729,4178729,20,python
2566582681,173,cuGetProcAddress_v2,0,337,4178729,4178729,20,python
2566583125,483,cuGetProcAddress_v2,0,338,4178729,4178729,20,python
2566583893,150,cuGetProcAddress_v2,0,339,4178729,4178729,20,python
2566584189,251,cuGetProcAddress_v2,0,340,4178729,4178729,20,python
2566584732,226,cuGetProcAddress_v2,0,341,4178729,4178729,20,python
2566585259,196,cuGetProcAddress_v2,0,342,4178729,4178729,20,python
2566585598,345,cuGetProcAddress_v2,0,343,4178729,4178729,20,python
2566586290,184,cuGetProcAddress_v2,0,344,4178729,4178729,20,python
2566586646,228,cuGetProcAddress_v2,0,345,4178729,4178729,20,python
2566587161,202,cuGetProcAddress_v2,0,346,4178729,4178729,20,python
2566587663,346,cuGetProcAddress_v2,0,347,4178729,4178729,20,python
2566588169,183,cuGetProcAddress_v2,0,348,4178729,4178729,20,python
2566588636,207,cuGetProcAddress_v2,0,349,4178729,4178729,20,python
2566589150,189,cuGetProcAddress_v2,0,350,4178729,4178729,20,python
2566589483,208,cuGetProcAddress_v2,0,351,4178729,4178729,20,python
2566589956,172,cuGetProcAddress_v2,0,352,4178729,4178729,20,python
2566590274,315,cuGetProcAddress_v2,0,353,4178729,4178729,20,python
2566590765,194,cuGetProcAddress_v2,0,354,4178729,4178729,20,python
2566591232,223,cuGetProcAddress_v2,0,355,4178729,4178729,20,python
2566591598,176,cuGetProcAddress_v2,0,356,4178729,4178729,20,python
2566591919,273,cuGetProcAddress_v2,0,357,4178729,4178729,20,python
2566592484,173,cuGetProcAddress_v2,0,358,4178729,4178729,20,python
2566592857,241,cuGetProcAddress_v2,0,359,4178729,4178729,20,python
2566593361,320,cuGetProcAddress_v2,0,360,4178729,4178729,20,python
2566593853,177,cuGetProcAddress_v2,0,361,4178729,4178729,20,python
2566594192,289,cuGetProcAddress_v2,0,362,4178729,4178729,20,python
2566594754,292,cuGetProcAddress_v2,0,363,4178729,4178729,20,python
2566595225,6009,cuGetProcAddress_v2,0,364,4178729,4178729,20,python
2566601505,192,cuGetProcAddress_v2,0,365,4178729,4178729,20,python
2566601984,273,cuGetProcAddress_v2,0,366,4178729,4178729,20,python
2566602450,167,cuGetProcAddress_v2,0,367,4178729,4178729,20,python
2566602899,212,cuGetProcAddress_v2,0,368,4178729,4178729,20,python
2566603297,490,cuGetProcAddress_v2,0,369,4178729,4178729,20,python
2566603949,141,cuGetProcAddress_v2,0,370,4178729,4178729,20,python
2566604368,225,cuGetProcAddress_v2,0,371,4178729,4178729,20,python
2566604737,180,cuGetProcAddress_v2,0,372,4178729,4178729,20,python
2566605091,189,cuGetProcAddress_v2,0,373,4178729,4178729,20,python
2566605533,161,cuGetProcAddress_v2,0,374,4178729,4178729,20,python
2566605840,302,cuGetProcAddress_v2,0,375,4178729,4178729,20,python
2566606601,165,cuGetProcAddress_v2,0,376,4178729,4178729,20,python
2566606927,181,cuGetProcAddress_v2,0,377,4178729,4178729,20,python
2566607254,172,cuGetProcAddress_v2,0,378,4178729,4178729,20,python
2566607698,175,cuGetProcAddress_v2,0,379,4178729,4178729,20,python
2566608016,167,cuGetProcAddress_v2,0,380,4178729,4178729,20,python
2566608327,211,cuGetProcAddress_v2,0,381,4178729,4178729,20,python
2566608805,214,cuGetProcAddress_v2,0,382,4178729,4178729,20,python
2566609165,170,cuGetProcAddress_v2,0,383,4178729,4178729,20,python
2566609592,168,cuGetProcAddress_v2,0,384,4178729,4178729,20,python
2566609916,333,cuGetProcAddress_v2,0,385,4178729,4178729,20,python
2566610407,185,cuGetProcAddress_v2,0,386,4178729,4178729,20,python
2566610846,245,cuGetProcAddress_v2,0,387,4178729,4178729,20,python
2566611231,312,cuGetProcAddress_v2,0,388,4178729,4178729,20,python
2566611715,224,cuGetProcAddress_v2,0,389,4178729,4178729,20,python
2566612204,201,cuGetProcAddress_v2,0,390,4178729,4178729,20,python
2566612562,177,cuGetProcAddress_v2,0,391,4178729,4178729,20,python
2566612993,178,cuGetProcAddress_v2,0,392,4178729,4178729,20,python
2566613329,214,cuGetProcAddress_v2,0,393,4178729,4178729,20,python
2566613704,160,cuGetProcAddress_v2,0,394,4178729,4178729,20,python
2566614118,153,cuGetProcAddress_v2,0,395,4178729,4178729,20,python
2566614412,203,cuGetProcAddress_v2,0,396,4178729,4178729,20,python
2566614770,224,cuGetProcAddress_v2,0,397,4178729,4178729,20,python
2566615266,197,cuGetProcAddress_v2,0,398,4178729,4178729,20,python
2566615605,182,cuGetProcAddress_v2,0,399,4178729,4178729,20,python
2566616051,314,cuGetProcAddress_v2,0,400,4178729,4178729,20,python
2566616510,152,cuGetProcAddress_v2,0,401,4178729,4178729,20,python
2566616807,169,cuGetProcAddress_v2,0,402,4178729,4178729,20,python
2566617301,248,cuGetProcAddress_v2,0,403,4178729,4178729,20,python
2566617708,227,cuGetProcAddress_v2,0,404,4178729,4178729,20,python
2566618080,216,cuGetProcAddress_v2,0,405,4178729,4178729,20,python
2566618600,220,cuGetProcAddress_v2,0,406,4178729,4178729,20,python
2566618977,215,cuGetProcAddress_v2,0,407,4178729,4178729,20,python
2566619482,178,cuGetProcAddress_v2,0,408,4178729,4178729,20,python
2566619918,217,cuGetProcAddress_v2,0,409,4178729,4178729,20,python
2566620287,315,cuGetProcAddress_v2,0,410,4178729,4178729,20,python
2566620882,215,cuGetProcAddress_v2,0,411,4178729,4178729,20,python
2566621257,176,cuGetProcAddress_v2,0,412,4178729,4178729,20,python
2566621579,357,cuGetProcAddress_v2,0,413,4178729,4178729,20,python
2566622189,188,cuGetProcAddress_v2,0,414,4178729,4178729,20,python
2566622587,248,cuGetProcAddress_v2,0,415,4178729,4178729,20,python
2566623126,297,cuGetProcAddress_v2,0,416,4178729,4178729,20,python
2566623582,269,cuGetProcAddress_v2,0,417,4178729,4178729,20,python
2566623994,230,cuGetProcAddress_v2,0,418,4178729,4178729,20,python
2566624513,262,cuGetProcAddress_v2,0,419,4178729,4178729,20,python
2566624943,238,cuGetProcAddress_v2,0,420,4178729,4178729,20,python
2566625341,194,cuGetProcAddress_v2,0,421,4178729,4178729,20,python
2566625809,159,cuGetProcAddress_v2,0,422,4178729,4178729,20,python
2566626128,148,cuGetProcAddress_v2,0,423,4178729,4178729,20,python
2566626545,261,cuGetProcAddress_v2,0,424,4178729,4178729,20,python
2566626948,177,cuGetProcAddress_v2,0,425,4178729,4178729,20,python
2566627282,496,cuGetProcAddress_v2,0,426,4178729,4178729,20,python
2566628052,407,cuGetProcAddress_v2,0,427,4178729,4178729,20,python
2566628601,214,cuGetProcAddress_v2,0,428,4178729,4178729,20,python
2566628955,165,cuGetProcAddress_v2,0,429,4178729,4178729,20,python
2566629384,287,cuGetProcAddress_v2,0,430,4178729,4178729,20,python
2566629830,199,cuGetProcAddress_v2,0,431,4178729,4178729,20,python
2566630282,162,cuGetProcAddress_v2,0,432,4178729,4178729,20,python
2566630588,206,cuGetProcAddress_v2,0,433,4178729,4178729,20,python
2566630953,514,cuGetProcAddress_v2,0,434,4178729,4178729,20,python
2566631739,241,cuGetProcAddress_v2,0,435,4178729,4178729,20,python
2566632123,249,cuGetProcAddress_v2,0,436,4178729,4178729,20,python
2566632514,188,cuGetProcAddress_v2,0,437,4178729,4178729,20,python
2566633017,319,cuGetProcAddress_v2,0,438,4178729,4178729,20,python
2566633495,261,cuGetProcAddress_v2,0,439,4178729,4178729,20,python
2566634074,181,cuGetProcAddress_v2,0,440,4178729,4178729,20,python
2566634399,174,cuGetProcAddress_v2,0,441,4178729,4178729,20,python
2566634860,162,cuGetProcAddress_v2,0,442,4178729,4178729,20,python
2566635319,147,cuGetProcAddress_v2,0,443,4178729,4178729,20,python
2566635607,164,cuGetProcAddress_v2,0,444,4178729,4178729,20,python
2566636075,168,cuGetProcAddress_v2,0,445,4178729,4178729,20,python
2566636536,161,cuGetProcAddress_v2,0,446,4178729,4178729,20,python
2566636856,149,cuGetProcAddress_v2,0,447,4178729,4178729,20,python
2566637286,219,cuGetProcAddress_v2,0,448,4178729,4178729,20,python
2566637647,219,cuGetProcAddress_v2,0,449,4178729,4178729,20,python
2566638159,214,cuGetProcAddress_v2,0,450,4178729,4178729,20,python
2566638663,167,cuGetProcAddress_v2,0,451,4178729,4178729,20,python
2566638978,178,cuGetProcAddress_v2,0,452,4178729,4178729,20,python
2566639461,154,cuGetProcAddress_v2,0,453,4178729,4178729,20,python
2566639886,364,cuGetProcAddress_v2,0,454,4178729,4178729,20,python
2566640404,188,cuGetProcAddress_v2,0,455,4178729,4178729,20,python
2566640842,163,cuGetProcAddress_v2,0,456,4178729,4178729,20,python
2566641149,222,cuGetProcAddress_v2,0,457,4178729,4178729,20,python
2566641526,259,cuGetProcAddress_v2,0,458,4178729,4178729,20,python
2566642051,212,cuGetProcAddress_v2,0,459,4178729,4178729,20,python
2566642447,245,cuGetProcAddress_v2,0,460,4178729,4178729,20,python
2566642835,244,cuGetProcAddress_v2,0,461,4178729,4178729,20,python
2566643385,262,cuGetProcAddress_v2,0,462,4178729,4178729,20,python
2566643805,292,cuGetProcAddress_v2,0,463,4178729,4178729,20,python
2566644360,231,cuGetProcAddress_v2,0,464,4178729,4178729,20,python
2566644736,457,cuGetProcAddress_v2,0,465,4178729,4178729,20,python
