"0x7fb6d3768ef0","      IADD.64 R22, R22, UR8","4400"
"0x7fb6d3768f00","      CS2R R112, SRZ","4400"
"0x7fb6d3768f10","      SHF.L.U64.HI R21, R28, 0x2, R3","4400"
"0x7fb6d3768f20","      IMAD.SHL.U32 R3, R184, 0x400, RZ","4400"
"0x7fb6d3768f30","      CS2R R80, SRZ","4400"
"0x7fb6d3768f40","      SHFL.IDX PT, R191, R191, RZ, 0x1f","4400"
"0x7fb6d3768f50","      CS2R R50, SRZ","4400"
"0x7fb6d3768f60","      IADD.64 R34, R20, R24","4400"
"0x7fb6d3768f70","      IADD.64 R20, R20, UR12","4400"
"0x7fb6d3768f80","      IADD.64 R36, R34, UR12","4400"
"0x7fb6d3768f90","      UIADD3.64 UR14, UPT, UPT, UR4, -UR14, URZ","4400"
"0x7fb6d3768fa0","      LOP3.LUT R28, R19, 0x1c00, R3, 0xf8, !PT","4400"
"0x7fb6d3768fb0","      CS2R R52, SRZ","4400"
"0x7fb6d3768fc0","      CS2R R78, SRZ","4400"
"0x7fb6d3768fd0","      CS2R R114, SRZ","4400"
"0x7fb6d3768fe0","      CS2R R116, SRZ","4400"
"0x7fb6d3768ff0","      IADD3 R3, PT, PT, R193, R28, RZ","4400"
"0x7fb6d3769000","      IADD.64 R28, R36, UR12","4400"
"0x7fb6d3769010","@!PT  LDS RZ, [RZ]","4400"
"0x7fb6d3769020","@!PT  LDS RZ, [RZ]","4400"
"0x7fb6d3769030","      LDGSTS.E.LTC128B P0, [R5], [R30.64]","4400"
"0x7fb6d3769040","      CS2R R76, SRZ","4400"
"0x7fb6d3769050","      CS2R R54, SRZ","4400"
"0x7fb6d3769060","      CS2R R56, SRZ","4400"
"0x7fb6d3769070","      LDGSTS.E.LTC128B P1, [R5+0x80], [R30.64+UR8]","4400"
"0x7fb6d3769080","      CS2R R74, SRZ","4400"
"0x7fb6d3769090","      CS2R R118, SRZ","4400"
"0x7fb6d37690a0","      SHF.R.S32.HI R192, RZ, 0x1f, R191","4400"
"0x7fb6d37690b0","      LDGSTS.E.LTC128B P2, [R5+0x100], [R32.64+UR8]","4400"
"0x7fb6d37690c0","      CS2R R120, SRZ","4400"
"0x7fb6d37690d0","      CS2R R72, SRZ","4400"
"0x7fb6d37690e0","      LEA.HI R192, R192, R191, RZ, 0x3","4400"
"0x7fb6d37690f0","      LDGSTS.E.LTC128B P3, [R5+0x180], [R38.64+UR8]","4400"
"0x7fb6d3769100","      R2P PR, R4, 0xf","4400"
"0x7fb6d3769110","      CS2R R58, SRZ","4400"
"0x7fb6d3769120","      CS2R R60, SRZ","4400"
"0x7fb6d3769130","      CS2R R70, SRZ","4400"
"0x7fb6d3769140","      CS2R R122, SRZ","4400"
"0x7fb6d3769150","      CS2R R124, SRZ","4400"
"0x7fb6d3769160","      CS2R R68, SRZ","4400"
"0x7fb6d3769170","      CS2R R62, SRZ","4400"
"0x7fb6d3769180","      CS2R R66, SRZ","4400"
"0x7fb6d3769190","      CS2R R126, SRZ","4400"
"0x7fb6d37691a0","      CS2R R64, SRZ","4400"
"0x7fb6d37691b0","      LDGSTS.E.LTC128B P0, [R3+0x4000], [R34.64]","4400"
"0x7fb6d37691c0","      LDGSTS.E.LTC128B P1, [R3+0x4080], [R34.64+UR12]","4400"
"0x7fb6d37691d0","      LDGSTS.E.LTC128B P2, [R3+0x4100], [R36.64+UR12]","4400"
"0x7fb6d37691e0","      IADD.64 R32, R28, UR12","4400"
"0x7fb6d37691f0","      LDGSTS.E.LTC128B P3, [R3+0x4180], [R28.64+UR12]","4400"
"0x7fb6d3769200","      R2P PR, R4.B1, 0xf","4400"
"0x7fb6d3769210","      IADD.64 R30, R32, UR12","4400"
"0x7fb6d3769220","      ISETP.LT.AND P4, PT, R17, UR6, PT","4400"
"0x7fb6d3769230","      ISETP.LT.AND P6, PT, R16, UR6, PT","4400"
"0x7fb6d3769240","      IADD.64 R38, R30, UR12","4400"
"0x7fb6d3769250","      ISETP.LT.AND P5, PT, R15, UR6, PT","4400"
"0x7fb6d3769260","      P2R R16, PR, RZ, 0x10","4400"
"0x7fb6d3769270","      ISETP.LT.AND P4, PT, R14, UR6, PT","4400"
"0x7fb6d3769280","      IADD3 R4, PT, PT, R2, -0x1, RZ","4400"
"0x7fb6d3769290","      LDGSTS.E.LTC128B P0, [R3+0x4200], [R32.64+UR12]","4400"
"0x7fb6d37692a0","      ISETP.NE.AND P0, PT, R16, RZ, PT","4400"
"0x7fb6d37692b0","      IADD.64 R16, R38, UR12","4400"
"0x7fb6d37692c0","      LDGSTS.E.LTC128B P1, [R3+0x4280], [R30.64+UR12]","4400"
"0x7fb6d37692d0","      PLOP3.LUT P1, PT, P6, PT, PT, 0x80, 0x8","4400"
"0x7fb6d37692e0","      CS2R R34, SRZ","4400"
"0x7fb6d37692f0","      ISETP.LT.AND P6, PT, R9, UR7, PT","4400"
"0x7fb6d3769300","      LDGSTS.E.LTC128B P2, [R3+0x4300], [R38.64+UR12]","4400"
"0x7fb6d3769310","      PLOP3.LUT P2, PT, P5, PT, PT, 0x80, 0x8","4400"
"0x7fb6d3769320","      CS2R R36, SRZ","4400"
"0x7fb6d3769330","      ISETP.LT.AND P5, PT, R13, UR7, PT","4400"
"0x7fb6d3769340","      LDGSTS.E.LTC128B P3, [R3+0x4380], [R16.64+UR12]","4400"
"0x7fb6d3769350","      PLOP3.LUT P3, PT, P4, PT, PT, 0x80, 0x8","4400"
"0x7fb6d3769360","      CS2R R28, SRZ","4400"
"0x7fb6d3769370","      ISETP.LT.AND P4, PT, R12, UR7, PT","4400"
"0x7fb6d3769380","      LDGDEPBAR","4400"
"0x7fb6d3769390","      P2R R12, PR, RZ, 0xf","4400"
"0x7fb6d37693a0","      ISETP.LT.AND P2, PT, R11, UR7, PT","4400"
"0x7fb6d37693b0","      ISETP.LT.AND P3, PT, R10, UR7, PT","4400"
"0x7fb6d37693c0","      PLOP3.LUT P0, PT, P5, PT, PT, 0x80, 0x8","4400"
"0x7fb6d37693d0","      IADD.64 R10, R22, UR8","4400"
"0x7fb6d37693e0","      ISETP.GE.U32.AND P5, PT, R4, 0x8, PT","4400"
"0x7fb6d37693f0","      PLOP3.LUT P1, PT, P4, PT, PT, 0x80, 0x8","4400"
"0x7fb6d3769400","      IADD.64 R10, R10, UR14","4400"
"0x7fb6d3769410","      ISETP.LT.AND P4, PT, R8, UR7, PT","4400"
"0x7fb6d3769420","      P2R R8, PR, RZ, 0xf","4400"
"0x7fb6d3769430","      CS2R R32, SRZ","4400"
"0x7fb6d3769440","      ISETP.LT.AND P2, PT, R7, UR7, PT","4400"
"0x7fb6d3769450","      ISETP.LT.AND P3, PT, R6, UR7, PT","4400"
"0x7fb6d3769460","      IADD.64 R6, R20, UR12","4400"
"0x7fb6d3769470","      IMAD.WIDE R10, R18, 0x4, R10","4400"
"0x7fb6d3769480","      SEL R12, R12, RZ, P5","4400"
"0x7fb6d3769490","      IADD.64 R6, R6, UR12","4400"
"0x7fb6d37694a0","      CS2R R30, SRZ","4400"
"0x7fb6d37694b0","      PLOP3.LUT P0, PT, P6, PT, PT, 0x80, 0x8","4400"
"0x7fb6d37694c0","      IADD.64 R6, R6, UR12","4400"
"0x7fb6d37694d0","      IADD.64 R26, R10, R26","4400"
"0x7fb6d37694e0","      IADD.64 R6, R6, UR12","4400"
"0x7fb6d37694f0","      IADD.64 R10, R26, UR8","4400"
"0x7fb6d3769500","      IADD.64 R6, R6, UR12","4400"
"0x7fb6d3769510","      CS2R R38, SRZ","4400"
"0x7fb6d3769520","      PLOP3.LUT P1, PT, P4, PT, PT, 0x80, 0x8","4400"
"0x7fb6d3769530","      IADD.64 R6, R6, UR12","4400"
"0x7fb6d3769540","      CS2R R22, SRZ","4400"
"0x7fb6d3769550","      P2R.B1 R8, PR, R8, 0xf","4400"
"0x7fb6d3769560","      IADD.64 R6, R6, UR16","4400"
"0x7fb6d3769570","      R2P PR, R12, 0xf","4400"
"0x7fb6d3769580","      SEL R188, R8, RZ, P5","4400"
"0x7fb6d3769590","      IMAD.WIDE R18, R18, 0x4, R6","4400"
"0x7fb6d37695a0","      IADD.64 R6, R10, UR8","4400"
"0x7fb6d37695b0","      IADD3 R8, PT, PT, R2, -0x9, RZ","4400"
"0x7fb6d37695c0","      LOP3.LUT R4, R192, 0xfff8, RZ, 0xc0, !PT","4400"
"0x7fb6d37695d0","      IADD.64 R24, R18, R24","4400"
"0x7fb6d37695e0","      IADD3 R2, PT, PT, R2, 0x7, RZ","4400"
"0x7fb6d37695f0","      SHF.R.S32.HI R192, RZ, 0x3, R192","4400"
"0x7fb6d3769600","      IADD.64 R20, R24, UR12","4400"
"0x7fb6d3769610","      LDGSTS.E.LTC128B P0, [R5+0x1000], [R26.64]","4400"
"0x7fb6d3769620","      IADD3 R191, PT, PT, R191, -R4, RZ","4400"
"0x7fb6d3769630","      IADD.64 R18, R20, UR12","4400"
"0x7fb6d3769640","      LDGSTS.E.LTC128B P1, [R5+0x1080], [R26.64+UR8]","4400"
"0x7fb6d3769650","      SHF.R.S32.HI R189, RZ, 0x1f, R2","4400"
"0x7fb6d3769660","      IADD.64 R16, R18, UR12","4400"
"0x7fb6d3769670","      LDGSTS.E.LTC128B P2, [R5+0x1100], [R10.64+UR8]","4400"
"0x7fb6d3769680","      LEA.HI R189, R189, R2, RZ, 0x3","4400"
"0x7fb6d3769690","      IADD.64 R14, R16, UR12","4400"
"0x7fb6d37696a0","      LDGSTS.E.LTC128B P3, [R5+0x1180], [R6.64+UR8]","4400"
"0x7fb6d37696b0","      R2P PR, R188, 0xf","4400"
"0x7fb6d37696c0","      LEA.HI.SX32 R189, R189, 0xfffffffd, 0x1d","4400"
"0x7fb6d37696d0","      LDGSTS.E.LTC128B P0, [R3+0x6000], [R24.64]","4400"
"0x7fb6d37696e0","      LDGSTS.E.LTC128B P1, [R3+0x6080], [R24.64+UR12]","4400"
"0x7fb6d37696f0","      CS2R R26, SRZ","4400"
"0x7fb6d3769700","      LDGSTS.E.LTC128B P2, [R3+0x6100], [R20.64+UR12]","4400"
"0x7fb6d3769710","      IADD.64 R10, R14, UR12","4400"
"0x7fb6d3769720","      LDGSTS.E.LTC128B P3, [R3+0x6180], [R18.64+UR12]","4400"
"0x7fb6d3769730","      R2P PR, R188.B1, 0xf","4400"
"0x7fb6d3769740","      ISETP.GE.U32.AND P4, PT, R8, 0x8, PT","4400"
"0x7fb6d3769750","      IADD.64 R8, R10, UR12","4400"
"0x7fb6d3769760","      SEL R187, R12, RZ, P4","4400"
"0x7fb6d3769770","      SEL R188, R188, RZ, P4","4400"
"0x7fb6d3769780","      LDGSTS.E.LTC128B P0, [R3+0x6200], [R16.64+UR12]","4400"
"0x7fb6d3769790","      LDGSTS.E.LTC128B P1, [R3+0x6280], [R14.64+UR12]","4400"
"0x7fb6d37697a0","      CS2R R24, SRZ","4400"
"0x7fb6d37697b0","      LDGSTS.E.LTC128B P2, [R3+0x6300], [R10.64+UR12]","4400"
"0x7fb6d37697c0","      IADD.64 R20, R6, UR8","4400"
"0x7fb6d37697d0","      LDGSTS.E.LTC128B P3, [R3+0x6380], [R8.64+UR12]","4400"
"0x7fb6d37697e0","      IADD.64 R18, R20, UR4","4400"
"0x7fb6d37697f0","      R2P PR, R187, 0xf","4400"
"0x7fb6d3769800","      IADD.64 R12, R18, UR8","4400"
"0x7fb6d3769810","      LDGDEPBAR","4400"
"0x7fb6d3769820","      LOP3.LUT R6, R191, 0x80, RZ, 0xc0, !PT","4400"
"0x7fb6d3769830","      IADD.64 R206, R12, UR8","4400"
"0x7fb6d3769840","      LEA.HI R6, R6, R191, RZ, 0x19","4400"
"0x7fb6d3769850","      CS2R R16, SRZ","4400"
"0x7fb6d3769860","      LOP3.LUT R4, R6, 0xfffe, RZ, 0xc0, !PT","4400"
"0x7fb6d3769870","      LDGSTS.E.LTC128B P0, [R5+0x2000], [R20.64+UR4]","4400"
"0x7fb6d3769880","      PRMT R6, R6, 0x8880, RZ","4400"
"0x7fb6d3769890","      LDGSTS.E.LTC128B P1, [R5+0x2080], [R18.64+UR8]","4400"
"0x7fb6d37698a0","      IADD3 R4, PT, PT, RZ, -R4, RZ","4400"
"0x7fb6d37698b0","      SHF.R.S32.HI R6, RZ, 0x1, R6","4400"
"0x7fb6d37698c0","      LDGSTS.E.LTC128B P2, [R5+0x2100], [R12.64+UR8]","4400"
"0x7fb6d37698d0","      IADD.64 R8, R8, UR12","4400"
"0x7fb6d37698e0","      LDGSTS.E.LTC128B P3, [R5+0x2180], [R206.64+UR8]","4400"
"0x7fb6d37698f0","      R2P PR, R188, 0xf","4400"
"0x7fb6d3769900","      IADD.64 R10, R8, UR10","4400"
"0x7fb6d3769910","      ISETP.GE.AND P4, PT, R2, 0x8, PT","4400"
"0x7fb6d3769920","      PRMT R4, R4, 0x7710, RZ","4400"
"0x7fb6d3769930","      IADD.64 R14, R10, UR12","4400"
"0x7fb6d3769940","      IMAD.SHL.U32 R2, R184, 0x8, RZ","4400"
"0x7fb6d3769950","      PRMT R190, R6, 0x9910, RZ","4400"
"0x7fb6d3769960","      IADD3 R191, PT, PT, R191, R4, RZ","4400"
"0x7fb6d3769970","      LDGSTS.E.LTC128B P1, [R3+0x8080], [R10.64+UR12]","4400"
"0x7fb6d3769980","      IMAD R129, R192, 0x20, R190","4400"
"0x7fb6d3769990","      PRMT R7, R191, 0x8880, RZ","4400"
"0x7fb6d37699a0","      CS2R R20, SRZ","4400"
"0x7fb6d37699b0","      LDGSTS.E.LTC128B P0, [R3+0x8000], [R8.64+UR10]","4400"
"0x7fb6d37699c0","      IMAD.SHL.U32 R129, R129, 0x10, RZ","4400"
"0x7fb6d37699d0","      LOP3.LUT R191, R191, 0xffff, RZ, 0xc0, !PT","4400"
"0x7fb6d37699e0","      IMAD R130, R192, 0x10, R7","4400"
"0x7fb6d37699f0","      LDGSTS.E.LTC128B P2, [R3+0x8100], [R14.64+UR12]","4400"
"0x7fb6d3769a00","      IADD.64 R12, R14, UR12","4400"
"0x7fb6d3769a10","      IMAD.SHL.U32 R130, R130, 0x10, RZ","4400"
"0x7fb6d3769a20","      CS2R R18, SRZ","4400"
"0x7fb6d3769a30","      LOP3.LUT R5, R0, 0x2, RZ, 0xc0, !PT","4400"
"0x7fb6d3769a40","      IADD.64 R206, R206, UR8","4400"
"0x7fb6d3769a50","      LDGSTS.E.LTC128B P3, [R3+0x8180], [R12.64+UR12]","4400"
"0x7fb6d3769a60","      R2P PR, R188.B1, 0xf","4400"
"0x7fb6d3769a70","      LOP3.LUT R0, R2, 0x70, RZ, 0xc0, !PT","4400"
"0x7fb6d3769a80","      LOP3.LUT R2, R5, 0x1, R184, 0xf8, !PT","4400"
"0x7fb6d3769a90","      IADD3 R0, PT, PT, R0, 0x4000, R193","4400"
"0x7fb6d3769aa0","      PRMT R191, R191, 0x8880, RZ","4400"
"0x7fb6d3769ab0","      IMAD R5, R2, 0x10, R193","4400"
"0x7fb6d3769ac0","      IADD.64 R10, R12, UR12","4400"
"0x7fb6d3769ad0","      IMAD R129, R129, 0x10, R0","4400"
"0x7fb6d3769ae0","      MOV R0, RZ","4400"
"0x7fb6d3769af0","      IADD.64 R8, R10, UR12","4400"
