"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Body Item Label","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","","Stack Size","","1024",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","","Threads","thread","101376",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","","# TPCs","","94",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","","Enabled TPC IDs","","all",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","","Uses Green Context","","0",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","","Waves Per SM","","1.40",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","","Theoretical Occupancy","%","25",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","","Achieved Occupancy","%","22.05",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests Granted","","0",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests Granted","","0",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests Granted","","0",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests Granted","","0",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests Granted as CTAs","block","0",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests Granted as CTAs","block","0",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests Granted as CTAs","block","0",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests Granted as CTAs","block","0",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests","","0",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests","","0",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests","","0",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","Launch Statistics","WorkID/CLC Info","WorkId/CLC Requests","","0",
"0","4180276","python3.12","127.0.0.1","void Kernel2<cutlass_80_simt_sgemm_128x64_8x5_tn_align1>(Params)","1","7","(128, 1, 1)","(88, 3, 3)","0","12.0","LaunchStats","","","","","LaunchConfiguration","OPT","A wave of thread blocks is defined as the maximum number of blocks that can be executed in parallel on the target GPU. The number of blocks in a wave depends on the number of multiprocessors and the theoretical occupancy of the kernel. This kernel launch results in 1 full waves and a partial wave of 228 thread blocks. Under the assumption of a uniform execution duration of all thread blocks, this partial wave may account for up to 50.0% of the total runtime of this kernel. Try launching a grid with no partial wave. The overall impact of this tail effect also lessens with the number of full waves executed for a grid. See the Hardware Model (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#metrics-hw-model) description for more details on launch configurations.","global","50"
